"AGE","AGE_ADJUSTED_CI_LOWER","AGE_ADJUSTED_CI_UPPER","AGE_ADJUSTED_RATE","COUNT","ICCC_GROUP","POPULATION","YEAR","SERIALID"
"0-19","30.1000003814697","32.5999984741211","31.2999992370605","2323","III CNS and misc intracranial and intraspinal neoplasms",74436080,"2002-04-01 00:00:00",394
"0-14","3.20000004768372","4.19999980926514","3.70000004768372","205","III(a) Ependymomas and choroid plexus tumor",55565102,"2002-04-01 00:00:00",395
"0-19","2.59999990463257","3.5","3","225","III(a) Ependymomas and choroid plexus tumor",74436080,"2002-04-01 00:00:00",396
"0-14","15.1999998092651","17.3999996185303","16.2999992370605","902","III(b) Astrocytomas",55565102,"2002-04-01 00:00:00",397
"0-19","14.3999996185303","16.2000007629395","15.1999998092651","1131","III(b) Astrocytomas",74436080,"2002-04-01 00:00:00",398
"0-14","6.69999980926514","8.19999980926514","7.40000009536743","409","III(c) Intracranial and intraspinal embryonal tumors",55565102,"2002-04-01 00:00:00",399
"0-19","5.80000019073486","7","6.40000009536743","472","III(c) Intracranial and intraspinal embryonal tumors",74436080,"2002-04-01 00:00:00",400
"0-14","5.30000019073486","6.59999990463257","5.90000009536743","327","III(d) Other gliomas",55565102,"2002-04-01 00:00:00",401
"0-19","5","6.09999990463257","5.5","410","III(d) Other gliomas",74436080,"2002-04-01 00:00:00",402
"0-14","0.5","1","0.699999988079071","41","III(e) Other specified intracranial & intraspinal neoplasms",55565102,"2002-04-01 00:00:00",403
"0-19","0.600000023841858","1","0.699999988079071","55","III(e) Other specified intracranial & intraspinal neoplasms",74436080,"2002-04-01 00:00:00",404
"0-14","0.300000011920929","0.600000023841858","0.400000005960464","23","III(f) Unspecified intracranial and intraspinal neoplasms",55565102,"2002-04-01 00:00:00",405
"0-19","0.300000011920929","0.600000023841858","0.400000005960464","30","III(f) Unspecified intracranial and intraspinal neoplasms",74436080,"2002-04-01 00:00:00",406
"0-14","10.1999998092651","11.8999996185303","11","612","IV Neuroblastoma and other peripheral nervous cell tumors",55565102,"2002-04-01 00:00:00",407
"0-19","7.80000019073486","9.10000038146973","8.5","627","IV Neuroblastoma and other peripheral nervous cell tumors",74436080,"2002-04-01 00:00:00",408
"0-14","10.1000003814697","11.8000001907349","10.8999996185303","605","IV(a) Neuroblastoma and ganglioneuroblastoma",55565102,"2002-04-01 00:00:00",409
"0-19","7.59999990463257","8.89999961853027","8.19999980926514","610","IV(a) Neuroblastoma and ganglioneuroblastoma",74436080,"2002-04-01 00:00:00",410
"0-14","null","null","null","null","IV(b) Other peripheral nervous cell tumors",55565102,"2002-04-01 00:00:00",411
"0-19","0.100000001490116","0.400000005960464","0.200000002980232","17","IV(b) Other peripheral nervous cell tumors",74436080,"2002-04-01 00:00:00",412
"0-14","10.1000003814697","11.8999996185303","11","611","IX Soft tissue and other extraosseous sarcomas",55565102,"2002-04-01 00:00:00",413
"0-19","11.1000003814697","12.6000003814697","11.8000001907349","882","IX Soft tissue and other extraosseous sarcomas",74436080,"2002-04-01 00:00:00",414
"0-14","4.80000019073486","6.09999990463257","5.40000009536743","301","IX(a) Rhabdomyosarcomas",55565102,"2002-04-01 00:00:00",415
"0-19","4.40000009536743","5.40000009536743","4.90000009536743","364","IX(a) Rhabdomyosarcomas",74436080,"2002-04-01 00:00:00",416
"0-14","1","1.60000002384186","1.20000004768372","69","IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams",55565102,"2002-04-01 00:00:00",417
"0-19","1","1.5","1.20000004768372","92","IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams",74436080,"2002-04-01 00:00:00",418
"0-14","null","null","null","null","IX(c) Kaposi sarcoma",55565102,"2002-04-01 00:00:00",419
"0-19","null","null","null","null","IX(c) Kaposi sarcoma",74436080,"2002-04-01 00:00:00",420
"0-14","2.90000009536743","3.90000009536743","3.29999995231628","188","IX(d) Other specified soft tissue sarcomas",55565102,"2002-04-01 00:00:00",421
"0-19","4.19999980926514","5.19999980926514","4.69999980926514","352","IX(d) Other specified soft tissue sarcomas",74436080,"2002-04-01 00:00:00",422
"0-14","0.699999988079071","1.20000004768372","0.899999976158142","53","IX(e) Unspecified soft tissue sarcomas",55565102,"2002-04-01 00:00:00",423
"0-19","0.800000011920929","1.20000004768372","1","74","IX(e) Unspecified soft tissue sarcomas",74436080,"2002-04-01 00:00:00",424
"0-14","0.200000002980232","0.600000023841858","0.400000005960464","20","Not classified by ICCC",55565102,"2002-04-01 00:00:00",425
"0-19","0.200000002980232","0.5","0.300000011920929","25","Not classified by ICCC",74436080,"2002-04-01 00:00:00",426
"0-14","3.29999995231628","4.30000019073486","3.70000004768372","208","V Retinoblastoma",55565102,"2002-04-01 00:00:00",427
"0-19","2.40000009536743","3.20000004768372","2.79999995231628","208","V Retinoblastoma",74436080,"2002-04-01 00:00:00",428
"0-14","7.40000009536743","9","8.19999980926514","451","VI Renal tumors",55565102,"2002-04-01 00:00:00",429
"0-19","5.90000009536743","7","6.40000009536743","475","VI Renal tumors",74436080,"2002-04-01 00:00:00",430
"0-14","7.19999980926514","8.69999980926514","7.90000009536743","438","VI(a) Nephroblastoma and other nonepithelial renal tumors",55565102,"2002-04-01 00:00:00",431
"0-19","5.40000009536743","6.59999990463257","6","441","VI(a) Nephroblastoma and other nonepithelial renal tumors",74436080,"2002-04-01 00:00:00",432
"0-14","null","null","null","null","VI(b) Renal carcinomas",55565102,"2002-04-01 00:00:00",433
"0-19","0.300000011920929","0.600000023841858","0.400000005960464","33","VI(b) Renal carcinomas",74436080,"2002-04-01 00:00:00",434
"0-14","null","null","null","null","VI(c) Unspecified malignant renal tumors",55565102,"2002-04-01 00:00:00",435
"0-19","null","null","null","null","VI(c) Unspecified malignant renal tumors",74436080,"2002-04-01 00:00:00",436
"0-14","1.5","2.29999995231628","1.89999997615814","104","VII Hepatic tumors",55565102,"2002-04-01 00:00:00",437
"0-19","1.39999997615814","2","1.70000004768372","123","VII Hepatic tumors",74436080,"2002-04-01 00:00:00",438
"0-14","1.20000004768372","1.89999997615814","1.5","84","VII(a) Hepatoblastoma",55565102,"2002-04-01 00:00:00",439
"0-19","0.899999976158142","1.39999997615814","1.10000002384186","85","VII(a) Hepatoblastoma",74436080,"2002-04-01 00:00:00",440
"0-14","0.200000002980232","0.5","0.300000011920929","19","VII(b) Hepatic carcinomas",55565102,"2002-04-01 00:00:00",441
"0-19","0.300000011920929","0.699999988079071","0.5","37","VII(b) Hepatic carcinomas",74436080,"2002-04-01 00:00:00",442
"0-14","null","null","null","null","VII(c) Unspecified malignant hepatic tumors",55565102,"2002-04-01 00:00:00",443
"0-19","null","null","null","null","VII(c) Unspecified malignant hepatic tumors",74436080,"2002-04-01 00:00:00",444
"0-14","6.30000019073486","7.69999980926514","7","392","VIII Malignant bone tumors",55565102,"2002-04-01 00:00:00",445
"0-19","8.60000038146973","9.89999961853027","9.19999980926514","693","VIII Malignant bone tumors",74436080,"2002-04-01 00:00:00",446
"0-14","3.29999995231628","4.30000019073486","3.70000004768372","211","VIII(a) Osteosarcomas",55565102,"2002-04-01 00:00:00",447
"0-19","4.5","5.5","4.90000009536743","372","VIII(a) Osteosarcomas",74436080,"2002-04-01 00:00:00",448
"0-14","null","null","null","null","VIII(b) Chondrosarcomas",55565102,"2002-04-01 00:00:00",449
"0-19","0.300000011920929","0.699999988079071","0.5","37","VIII(b) Chondrosarcomas",74436080,"2002-04-01 00:00:00",450
"0-14","2.20000004768372","3.09999990463257","2.59999990463257","145","VIII(c) Ewing tumor and related sarcomas of bone",55565102,"2002-04-01 00:00:00",451
"0-19","2.70000004768372","3.5","3.09999990463257","231","VIII(c) Ewing tumor and related sarcomas of bone",74436080,"2002-04-01 00:00:00",452
"0-14","0.200000002980232","0.600000023841858","0.400000005960464","20","VIII(d) Other specified malignant bone tumors",55565102,"2002-04-01 00:00:00",453
"0-19","0.400000005960464","0.699999988079071","0.5","41","VIII(d) Other specified malignant bone tumors",74436080,"2002-04-01 00:00:00",454
"0-14","null","null","null","null","VIII(e) Unspecified malignant bone tumors",55565102,"2002-04-01 00:00:00",455
"0-14","144.199996948242","150.899993896484","147.5","7648","All ICCC Groups Combined",51965300,"1999-04-01 00:00:00",1
"0-19","157.699996948242","163.600006103516","160.600006103516","11112","All ICCC Groups Combined",69321240,"1999-04-01 00:00:00",2
"0-14","45","48.7999992370605","46.9000015258789","2432","I Leukemias, myeloproliferative & myelodysplastic diseases",51965300,"1999-04-01 00:00:00",3
"0-19","40.4000015258789","43.4000015258789","41.9000015258789","2901","I Leukemias, myeloproliferative & myelodysplastic diseases",69321240,"1999-04-01 00:00:00",4
"0-14","35.2999992370605","38.5999984741211","36.9000015258789","1918","I(a) Lymphoid leukemias",51965300,"1999-04-01 00:00:00",5
"0-19","30","32.5999984741211","31.2999992370605","2168","I(a) Lymphoid leukemias",69321240,"1999-04-01 00:00:00",6
"0-14","7","8.60000038146973","7.80000019073486","402","I(b) Acute myeloid leukemias",51965300,"1999-04-01 00:00:00",7
"0-19","7.5","8.89999961853027","8.19999980926514","565","I(b) Acute myeloid leukemias",69321240,"1999-04-01 00:00:00",8
"0-14","0.400000005960464","0.800000011920929","0.600000023841858","29","I(c) Chronic myeloproliferative diseases",51965300,"1999-04-01 00:00:00",9
"0-19","0.699999988079071","1.20000004768372","0.899999976158142","65","I(c) Chronic myeloproliferative diseases",69321240,"1999-04-01 00:00:00",10
"0-14","null","null","null","null","I(d) Myelodysplastic syndrome and other myeloproliferative diseases",51965300,"1999-04-01 00:00:00",11
"0-19","null","null","null","null","I(d) Myelodysplastic syndrome and other myeloproliferative diseases",69321240,"1999-04-01 00:00:00",12
"0-14","1.10000002384186","1.79999995231628","1.39999997615814","74","I(e) Unspecified and other specified leukemias",51965300,"1999-04-01 00:00:00",13
"0-19","1.10000002384186","1.70000004768372","1.29999995231628","93","I(e) Unspecified and other specified leukemias",69321240,"1999-04-01 00:00:00",14
"0-14","14.3000001907349","16.5","15.3999996185303","798","II Lymphomas and reticuloendothelial neoplasms",51965300,"1999-04-01 00:00:00",15
"0-19","22.2999992370605","24.6000003814697","23.3999996185303","1621","II Lymphomas and reticuloendothelial neoplasms",69321240,"1999-04-01 00:00:00",16
"0-14","4.80000019073486","6.09999990463257","5.40000009536743","279","II(a) Hodgkin lymphomas",51965300,"1999-04-01 00:00:00",17
"0-19","11.1000003814697","12.6999998092651","11.8999996185303","821","II(a) Hodgkin lymphomas",69321240,"1999-04-01 00:00:00",18
"0-14","5.5","6.90000009536743","6.09999990463257","319","II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)",51965300,"1999-04-01 00:00:00",19
"0-19","7.19999980926514","8.5","7.80000019073486","541","II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)",69321240,"1999-04-01 00:00:00",20
"0-14","2.09999990463257","3","2.5","132","II(c) Burkitt lymphoma",51965300,"1999-04-01 00:00:00",21
"0-19","2.09999990463257","2.79999995231628","2.40000009536743","170","II(c) Burkitt lymphoma",69321240,"1999-04-01 00:00:00",22
"0-14","0.600000023841858","1.20000004768372","0.899999976158142","45","II(d) Miscellaneous lymphoreticular neoplasms",51965300,"1999-04-01 00:00:00",23
"0-19","0.5","0.899999976158142","0.699999988079071","47","II(d) Miscellaneous lymphoreticular neoplasms",69321240,"1999-04-01 00:00:00",24
"0-14","0.300000011920929","0.699999988079071","0.400000005960464","23","II(e) Unspecified lymphomas",51965300,"1999-04-01 00:00:00",25
"0-19","0.400000005960464","0.800000011920929","0.600000023841858","42","II(e) Unspecified lymphomas",69321240,"1999-04-01 00:00:00",26
"0-14","30.1000003814697","33.2000007629395","31.7000007629395","1646","III CNS and misc intracranial and intraspinal neoplasms",51965300,"1999-04-01 00:00:00",27
"0-19","27.3999996185303","30","28.7000007629395","1989","III CNS and misc intracranial and intraspinal neoplasms",69321240,"1999-04-01 00:00:00",28
"0-14","2.40000009536743","3.29999995231628","2.79999995231628","147","III(a) Ependymomas and choroid plexus tumor",51965300,"1999-04-01 00:00:00",29
"0-19","2.20000004768372","2.90000009536743","2.5","174","III(a) Ependymomas and choroid plexus tumor",69321240,"1999-04-01 00:00:00",30
"0-14","13.3000001907349","15.3999996185303","14.3000001907349","745","III(b) Astrocytomas",51965300,"1999-04-01 00:00:00",31
"0-19","12.6999998092651","14.5","13.6000003814697","942","III(b) Astrocytomas",69321240,"1999-04-01 00:00:00",32
"0-14","7.40000009536743","8.89999961853027","8.10000038146973","422","III(c) Intracranial and intraspinal embryonal tumors",51965300,"1999-04-01 00:00:00",33
"0-19","6.19999980926514","7.40000009536743","6.80000019073486","472","III(c) Intracranial and intraspinal embryonal tumors",69321240,"1999-04-01 00:00:00",34
"0-14","4.69999980926514","5.90000009536743","5.30000019073486","274","III(d) Other gliomas",51965300,"1999-04-01 00:00:00",35
"0-19","4.19999980926514","5.30000019073486","4.69999980926514","328","III(d) Other gliomas",69321240,"1999-04-01 00:00:00",36
"0-14","0.300000011920929","0.699999988079071","0.5","25","III(e) Other specified intracranial & intraspinal neoplasms",51965300,"1999-04-01 00:00:00",37
"0-19","0.300000011920929","0.699999988079071","0.5","34","III(e) Other specified intracranial & intraspinal neoplasms",69321240,"1999-04-01 00:00:00",38
"0-14","0.400000005960464","0.899999976158142","0.600000023841858","33","III(f) Unspecified intracranial and intraspinal neoplasms",51965300,"1999-04-01 00:00:00",39
"0-19","0.400000005960464","0.800000011920929","0.600000023841858","39","III(f) Unspecified intracranial and intraspinal neoplasms",69321240,"1999-04-01 00:00:00",40
"0-14","9.80000019073486","11.6000003814697","10.6000003814697","547","IV Neuroblastoma and other peripheral nervous cell tumors",51965300,"1999-04-01 00:00:00",41
"0-19","7.59999990463257","8.89999961853027","8.19999980926514","567","IV Neuroblastoma and other peripheral nervous cell tumors",69321240,"1999-04-01 00:00:00",42
"0-14","9.60000038146973","11.3999996185303","10.5","538","IV(a) Neuroblastoma and ganglioneuroblastoma",51965300,"1999-04-01 00:00:00",43
"0-19","7.30000019073486","8.60000038146973","7.90000009536743","546","IV(a) Neuroblastoma and ganglioneuroblastoma",69321240,"1999-04-01 00:00:00",44
"0-14","null","null","null","null","IV(b) Other peripheral nervous cell tumors",51965300,"1999-04-01 00:00:00",45
"0-19","0.200000002980232","0.5","0.300000011920929","21","IV(b) Other peripheral nervous cell tumors",69321240,"1999-04-01 00:00:00",46
"0-14","8.80000019073486","10.5","9.60000038146973","497","IX Soft tissue and other extraosseous sarcomas",51965300,"1999-04-01 00:00:00",47
"0-19","10.1999998092651","11.6999998092651","10.8999996185303","756","IX Soft tissue and other extraosseous sarcomas",69321240,"1999-04-01 00:00:00",48
"0-14","4.40000009536743","5.59999990463257","5","259","IX(a) Rhabdomyosarcomas",51965300,"1999-04-01 00:00:00",49
"0-19","4.09999990463257","5.09999990463257","4.59999990463257","319","IX(a) Rhabdomyosarcomas",69321240,"1999-04-01 00:00:00",50
"0-14","0.699999988079071","1.29999995231628","1","52","IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams",51965300,"1999-04-01 00:00:00",51
"0-19","0.899999976158142","1.5","1.20000004768372","81","IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams",69321240,"1999-04-01 00:00:00",52
"0-14","null","null","null","null","IX(c) Kaposi sarcoma",51965300,"1999-04-01 00:00:00",53
"0-19","null","null","null","null","IX(c) Kaposi sarcoma",69321240,"1999-04-01 00:00:00",54
"0-14","2.20000004768372","3.09999990463257","2.59999990463257","136","IX(d) Other specified soft tissue sarcomas",51965300,"1999-04-01 00:00:00",55
"0-19","3.40000009536743","4.40000009536743","3.90000009536743","269","IX(d) Other specified soft tissue sarcomas",69321240,"1999-04-01 00:00:00",56
"0-14","0.699999988079071","1.20000004768372","0.899999976158142","49","IX(e) Unspecified soft tissue sarcomas",51965300,"1999-04-01 00:00:00",57
"0-19","1","1.5","1.20000004768372","84","IX(e) Unspecified soft tissue sarcomas",69321240,"1999-04-01 00:00:00",58
"0-14","0.200000002980232","0.5","0.300000011920929","16","Not classified by ICCC",51965300,"1999-04-01 00:00:00",59
"0-19","0.200000002980232","0.5","0.300000011920929","21","Not classified by ICCC",69321240,"1999-04-01 00:00:00",60
