"AGE","AGE_SPECIFIC_CI_LOWER","AGE_SPECIFIC_CI_UPPER","AGE_SPECIFIC_RATE","COUNT","ICCC_GROUP","POPULATION","YEAR","SERIALID"
"5-9","null","null","null","null","IV(b) Other peripheral nervous cell tumors",18205547,"2000-04-01 00:00:00",419
"<1","null","null","null","null","IV(b) Other peripheral nervous cell tumors",3420047,"2000-04-01 00:00:00",420
"1-4","9","12.5","10.6000003814697","145","IX Soft tissue and other extraosseous sarcomas",13615288,"2000-04-01 00:00:00",421
"10-14","9.80000019073486","12.8999996185303","11.3000001907349","207","IX Soft tissue and other extraosseous sarcomas",18336708,"2000-04-01 00:00:00",422
"15-19","14.6999998092651","18.5","16.6000003814697","298","IX Soft tissue and other extraosseous sarcomas",17999090,"2000-04-01 00:00:00",423
"5-9","6.69999980926514","9.39999961853027","8","145","IX Soft tissue and other extraosseous sarcomas",18205547,"2000-04-01 00:00:00",424
"<1","12.3999996185303","21.2999992370605","16.3999996185303","56","IX Soft tissue and other extraosseous sarcomas",3420047,"2000-04-01 00:00:00",425
"1-4","6.80000019073486","9.89999961853027","8.19999980926514","112","IX(a) Rhabdomyosarcomas",13615288,"2000-04-01 00:00:00",426
"10-14","3","4.90000009536743","3.90000009536743","71","IX(a) Rhabdomyosarcomas",18336708,"2000-04-01 00:00:00",427
"15-19","3.09999990463257","5","3.90000009536743","71","IX(a) Rhabdomyosarcomas",17999090,"2000-04-01 00:00:00",428
"5-9","3.09999990463257","5","4","72","IX(a) Rhabdomyosarcomas",18205547,"2000-04-01 00:00:00",429
"<1","5","11.1000003814697","7.59999990463257","26","IX(a) Rhabdomyosarcomas",3420047,"2000-04-01 00:00:00",430
"1-4","null","null","null","null","IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams",13615288,"2000-04-01 00:00:00",431
"10-14","0.600000023841858","1.60000002384186","1","18","IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams",18336708,"2000-04-01 00:00:00",432
"15-19","1.39999997615814","2.70000004768372","1.89999997615814","35","IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams",17999090,"2000-04-01 00:00:00",433
"5-9","null","null","null","null","IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams",18205547,"2000-04-01 00:00:00",434
"<1","null","null","null","null","IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams",3420047,"2000-04-01 00:00:00",435
"1-4","null","null","null","null","IX(c) Kaposi sarcoma",13615288,"2000-04-01 00:00:00",436
"10-14","null","null","null","null","IX(c) Kaposi sarcoma",18336708,"2000-04-01 00:00:00",437
"15-19","null","null","null","null","IX(c) Kaposi sarcoma",17999090,"2000-04-01 00:00:00",438
"5-9","null","null","null","null","IX(c) Kaposi sarcoma",18205547,"2000-04-01 00:00:00",439
"<1","null","null","null","null","IX(c) Kaposi sarcoma",3420047,"2000-04-01 00:00:00",440
"1-4","1","2.40000009536743","1.5","21","IX(d) Other specified soft tissue sarcomas",13615288,"2000-04-01 00:00:00",441
"10-14","3.79999995231628","5.90000009536743","4.69999980926514","87","IX(d) Other specified soft tissue sarcomas",18336708,"2000-04-01 00:00:00",442
"15-19","7","9.69999980926514","8.19999980926514","148","IX(d) Other specified soft tissue sarcomas",17999090,"2000-04-01 00:00:00",443
"5-9","1.79999995231628","3.40000009536743","2.5","46","IX(d) Other specified soft tissue sarcomas",18205547,"2000-04-01 00:00:00",444
"<1","null","null","null","null","IX(d) Other specified soft tissue sarcomas",3420047,"2000-04-01 00:00:00",445
"1-4","null","null","null","null","IX(e) Unspecified soft tissue sarcomas",13615288,"2000-04-01 00:00:00",446
"10-14","1.10000002384186","2.40000009536743","1.70000004768372","31","IX(e) Unspecified soft tissue sarcomas",18336708,"2000-04-01 00:00:00",447
"15-19","1.70000004768372","3.20000004768372","2.29999995231628","42","IX(e) Unspecified soft tissue sarcomas",17999090,"2000-04-01 00:00:00",448
"5-9","0.600000023841858","1.60000002384186","1","18","IX(e) Unspecified soft tissue sarcomas",18205547,"2000-04-01 00:00:00",449
"<1","null","null","null","null","IX(e) Unspecified soft tissue sarcomas",3420047,"2000-04-01 00:00:00",450
"1-4","null","null","null","null","Not classified by ICCC",13615288,"2000-04-01 00:00:00",451
"10-14","null","null","null","null","Not classified by ICCC",18336708,"2000-04-01 00:00:00",452
"15-19","null","null","null","null","Not classified by ICCC",17999090,"2000-04-01 00:00:00",453
"5-9","null","null","null","null","Not classified by ICCC",18205547,"2000-04-01 00:00:00",454
"<1","null","null","null","null","Not classified by ICCC",3420047,"2000-04-01 00:00:00",455
"1-4","8.19999980926514","11.6999998092651","9.80000019073486","134","V Retinoblastoma",13615288,"2000-04-01 00:00:00",456
"10-14","null","null","null","null","V Retinoblastoma",18336708,"2000-04-01 00:00:00",457
"15-19","null","null","null","null","V Retinoblastoma",17999090,"2000-04-01 00:00:00",458
"5-9","null","null","null","null","V Retinoblastoma",18205547,"2000-04-01 00:00:00",459
"<1","21.2000007629395","32.2999992370605","26.2999992370605","90","V Retinoblastoma",3420047,"2000-04-01 00:00:00",460
"1-4","18.6000003814697","23.6000003814697","21","286","VI Renal tumors",13615288,"2000-04-01 00:00:00",461
"10-14","0.699999988079071","1.70000004768372","1.10000002384186","20","VI Renal tumors",18336708,"2000-04-01 00:00:00",462
"15-19","0.699999988079071","1.70000004768372","1.10000002384186","20","VI Renal tumors",17999090,"2000-04-01 00:00:00",463
"5-9","5.09999990463257","7.5","6.19999980926514","113","VI Renal tumors",18205547,"2000-04-01 00:00:00",464
"<1","10.3000001907349","18.6000003814697","14","48","VI Renal tumors",3420047,"2000-04-01 00:00:00",465
"1-4","18.5","23.3999996185303","20.8999996185303","284","VI(a) Nephroblastoma and other nonepithelial renal tumors",13615288,"2000-04-01 00:00:00",466
"10-14","null","null","null","null","VI(a) Nephroblastoma and other nonepithelial renal tumors",18336708,"2000-04-01 00:00:00",467
"15-19","null","null","null","null","VI(a) Nephroblastoma and other nonepithelial renal tumors",17999090,"2000-04-01 00:00:00",468
"5-9","4.80000019073486","7","5.80000019073486","106","VI(a) Nephroblastoma and other nonepithelial renal tumors",18205547,"2000-04-01 00:00:00",469
"<1","10.3000001907349","18.6000003814697","14","48","VI(a) Nephroblastoma and other nonepithelial renal tumors",3420047,"2000-04-01 00:00:00",470
"1-4","192.699996948242","207.899993896484","200.199996948242","2662","All ICCC Groups Combined",13297303,"1999-04-01 00:00:00",1
"10-14","119.699996948242","130.199996948242","124.900001525879","2186","All ICCC Groups Combined",17507634,"1999-04-01 00:00:00",2
"15-19","193","206.300003051758","199.600006103516","3464","All ICCC Groups Combined",17355940,"1999-04-01 00:00:00",3
"5-9","107.199996948242","117.099998474121","112.099998474121","2004","All ICCC Groups Combined",17879968,"1999-04-01 00:00:00",4
"<1","226.100006103516","260.100006103516","242.699996948242","796","All ICCC Groups Combined",3280395,"1999-04-01 00:00:00",5
"1-4","77.4000015258789","87.1999969482422","82.1999969482422","1093","I Leukemias, myeloproliferative & myelodysplastic diseases",13297303,"1999-04-01 00:00:00",6
"10-14","26.7000007629395","31.7999992370605","29.1000003814697","510","I Leukemias, myeloproliferative & myelodysplastic diseases",17507634,"1999-04-01 00:00:00",7
"15-19","24.6000003814697","29.6000003814697","27","469","I Leukemias, myeloproliferative & myelodysplastic diseases",17355940,"1999-04-01 00:00:00",8
"5-9","35","40.7999992370605","37.7999992370605","676","I Leukemias, myeloproliferative & myelodysplastic diseases",17879968,"1999-04-01 00:00:00",9
"<1","39.5","54.5999984741211","46.5999984741211","153","I Leukemias, myeloproliferative & myelodysplastic diseases",3280395,"1999-04-01 00:00:00",10
"1-4","64.8000030517578","73.8000030517578","69.1999969482422","920","I(a) Lymphoid leukemias",13297303,"1999-04-01 00:00:00",11
"10-14","18.5","22.7999992370605","20.6000003814697","360","I(a) Lymphoid leukemias",17507634,"1999-04-01 00:00:00",12
"15-19","12.6999998092651","16.2999992370605","14.3999996185303","250","I(a) Lymphoid leukemias",17355940,"1999-04-01 00:00:00",13
"5-9","29","34.2999992370605","31.5","564","I(a) Lymphoid leukemias",17879968,"1999-04-01 00:00:00",14
"<1","17.7000007629395","28.2999992370605","22.6000003814697","74","I(a) Lymphoid leukemias",3280395,"1999-04-01 00:00:00",15
"1-4","9.10000038146973","12.6999998092651","10.8000001907349","144","I(b) Acute myeloid leukemias",13297303,"1999-04-01 00:00:00",16
"10-14","5.40000009536743","7.80000019073486","6.5","114","I(b) Acute myeloid leukemias",17507634,"1999-04-01 00:00:00",17
"15-19","8","10.8999996185303","9.39999961853027","163","I(b) Acute myeloid leukemias",17355940,"1999-04-01 00:00:00",18
"5-9","4","6.09999990463257","5","89","I(b) Acute myeloid leukemias",17879968,"1999-04-01 00:00:00",19
"<1","12.6000003814697","21.7999992370605","16.7999992370605","55","I(b) Acute myeloid leukemias",3280395,"1999-04-01 00:00:00",20
"1-4","null","null","null","null","I(c) Chronic myeloproliferative diseases",13297303,"1999-04-01 00:00:00",21
"10-14","null","null","null","null","I(c) Chronic myeloproliferative diseases",17507634,"1999-04-01 00:00:00",22
"15-19","1.5","2.90000009536743","2.09999990463257","36","I(c) Chronic myeloproliferative diseases",17355940,"1999-04-01 00:00:00",23
"5-9","null","null","null","null","I(c) Chronic myeloproliferative diseases",17879968,"1999-04-01 00:00:00",24
"<1","null","null","null","null","I(c) Chronic myeloproliferative diseases",3280395,"1999-04-01 00:00:00",25
"1-4","null","null","null","null","I(d) Myelodysplastic syndrome and other myeloproliferative diseases",13297303,"1999-04-01 00:00:00",26
"10-14","null","null","null","null","I(d) Myelodysplastic syndrome and other myeloproliferative diseases",17507634,"1999-04-01 00:00:00",27
"15-19","null","null","null","null","I(d) Myelodysplastic syndrome and other myeloproliferative diseases",17355940,"1999-04-01 00:00:00",28
"5-9","null","null","null","null","I(d) Myelodysplastic syndrome and other myeloproliferative diseases",17879968,"1999-04-01 00:00:00",29
"<1","null","null","null","null","I(d) Myelodysplastic syndrome and other myeloproliferative diseases",3280395,"1999-04-01 00:00:00",30
"1-4","1.10000002384186","2.59999990463257","1.70000004768372","23","I(e) Unspecified and other specified leukemias",13297303,"1999-04-01 00:00:00",31
"10-14","0.699999988079071","1.79999995231628","1.20000004768372","21","I(e) Unspecified and other specified leukemias",17507634,"1999-04-01 00:00:00",32
"15-19","0.699999988079071","1.70000004768372","1.10000002384186","19","I(e) Unspecified and other specified leukemias",17355940,"1999-04-01 00:00:00",33
"5-9","null","null","null","null","I(e) Unspecified and other specified leukemias",17879968,"1999-04-01 00:00:00",34
"<1","3","8.30000019073486","5.19999980926514","17","I(e) Unspecified and other specified leukemias",3280395,"1999-04-01 00:00:00",35
"1-4","8","11.3999996185303","9.60000038146973","127","II Lymphomas and reticuloendothelial neoplasms",13297303,"1999-04-01 00:00:00",36
"10-14","21","25.6000003814697","23.2000007629395","407","II Lymphomas and reticuloendothelial neoplasms",17507634,"1999-04-01 00:00:00",37
"15-19","44.2000007629395","50.7999992370605","47.4000015258789","823","II Lymphomas and reticuloendothelial neoplasms",17355940,"1999-04-01 00:00:00",38
"5-9","11.6000003814697","15","13.1999998092651","236","II Lymphomas and reticuloendothelial neoplasms",17879968,"1999-04-01 00:00:00",39
"<1","5.69999980926514","12.3000001907349","8.5","28","II Lymphomas and reticuloendothelial neoplasms",3280395,"1999-04-01 00:00:00",40
"1-4","null","null","null","null","II(a) Hodgkin lymphomas",13297303,"1999-04-01 00:00:00",41
"10-14","9.5","12.6000003814697","11","192","II(a) Hodgkin lymphomas",17507634,"1999-04-01 00:00:00",42
"15-19","28.7000007629395","34","31.2000007629395","542","II(a) Hodgkin lymphomas",17355940,"1999-04-01 00:00:00",43
"5-9","3.20000004768372","5.09999990463257","4.09999990463257","73","II(a) Hodgkin lymphomas",17879968,"1999-04-01 00:00:00",44
"<1","null","null","null","null","II(a) Hodgkin lymphomas",3280395,"1999-04-01 00:00:00",45
"1-4","4","6.5","5.09999990463257","68","II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)",13297303,"1999-04-01 00:00:00",46
"10-14","7","9.80000019073486","8.30000019073486","146","II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)",17507634,"1999-04-01 00:00:00",47
"15-19","11.1999998092651","14.6000003814697","12.8000001907349","222","II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)",17355940,"1999-04-01 00:00:00",48
"5-9","4.40000009536743","6.59999990463257","5.40000009536743","97","II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)",17879968,"1999-04-01 00:00:00",49
"<1","null","null","null","null","II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)",3280395,"1999-04-01 00:00:00",50
"1-4","1.20000004768372","2.70000004768372","1.79999995231628","24","II(c) Burkitt lymphoma",13297303,"1999-04-01 00:00:00",51
"10-14","2.29999995231628","4","3","53","II(c) Burkitt lymphoma",17507634,"1999-04-01 00:00:00",52
"15-19","1.5","3","2.20000004768372","38","II(c) Burkitt lymphoma",17355940,"1999-04-01 00:00:00",53
"5-9","2.29999995231628","4","3.09999990463257","55","II(c) Burkitt lymphoma",17879968,"1999-04-01 00:00:00",54
"<1","null","null","null","null","II(c) Burkitt lymphoma",3280395,"1999-04-01 00:00:00",55
"1-4","0.699999988079071","2","1.29999995231628","17","II(d) Miscellaneous lymphoreticular neoplasms",13297303,"1999-04-01 00:00:00",56
"10-14","null","null","null","null","II(d) Miscellaneous lymphoreticular neoplasms",17507634,"1999-04-01 00:00:00",57
"15-19","null","null","null","null","II(d) Miscellaneous lymphoreticular neoplasms",17355940,"1999-04-01 00:00:00",58
"5-9","null","null","null","null","II(d) Miscellaneous lymphoreticular neoplasms",17879968,"1999-04-01 00:00:00",59
"<1","3.29999995231628","8.69999980926514","5.5","18","II(d) Miscellaneous lymphoreticular neoplasms",3280395,"1999-04-01 00:00:00",60
"1-4","null","null","null","null","II(e) Unspecified lymphomas",13297303,"1999-04-01 00:00:00",61
"10-14","null","null","null","null","II(e) Unspecified lymphomas",17507634,"1999-04-01 00:00:00",62
"15-19","0.699999988079071","1.70000004768372","1.10000002384186","19","II(e) Unspecified lymphomas",17355940,"1999-04-01 00:00:00",63
"5-9","null","null","null","null","II(e) Unspecified lymphomas",17879968,"1999-04-01 00:00:00",64
"<1","null","null","null","null","II(e) Unspecified lymphomas",3280395,"1999-04-01 00:00:00",65
"1-4","35.2000007629395","42","38.5","512","III CNS and misc intracranial and intraspinal neoplasms",13297303,"1999-04-01 00:00:00",66
"10-14","23.3999996185303","28.2000007629395","25.7000007629395","450","III CNS and misc intracranial and intraspinal neoplasms",17507634,"1999-04-01 00:00:00",67
"15-19","17.7000007629395","22","19.7999992370605","343","III CNS and misc intracranial and intraspinal neoplasms",17355940,"1999-04-01 00:00:00",68
"5-9","30.3999996185303","35.7999992370605","33","590","III CNS and misc intracranial and intraspinal neoplasms",17879968,"1999-04-01 00:00:00",69
"<1","23.2000007629395","35.0999984741211","28.7000007629395","94","III CNS and misc intracranial and intraspinal neoplasms",3280395,"1999-04-01 00:00:00",70
"1-4","3.20000004768372","5.5","4.19999980926514","56","III(a) Ependymomas and choroid plexus tumor",13297303,"1999-04-01 00:00:00",71
"10-14","1.5","2.90000009536743","2.09999990463257","37","III(a) Ependymomas and choroid plexus tumor",17507634,"1999-04-01 00:00:00",72
"15-19","1","2.29999995231628","1.60000002384186","27","III(a) Ependymomas and choroid plexus tumor",17355940,"1999-04-01 00:00:00",73
"5-9","1.60000002384186","3.09999990463257","2.29999995231628","41","III(a) Ependymomas and choroid plexus tumor",17879968,"1999-04-01 00:00:00",74
"<1","null","null","null","null","III(a) Ependymomas and choroid plexus tumor",3280395,"1999-04-01 00:00:00",75
"1-4","13.8999996185303","18.2000007629395","15.8999996185303","212","III(b) Astrocytomas",13297303,"1999-04-01 00:00:00",76
