"AGE","AGE_SPECIFIC_CI_LOWER","AGE_SPECIFIC_CI_UPPER","AGE_SPECIFIC_RATE","COUNT","EVENT_TYPE","POPULATION","SITE","YEAR","SERIALID"
"5-9","null","null","null","null","Mortality",20463852,"Thyroid","2000-04-01 00:00:00",514
"<1","null","null","null","null","Mortality",3855956,"Thyroid","2000-04-01 00:00:00",515
"1-4","null","null","null","null","Incidence",13615288,"Thyroid","2000-04-01 00:00:00",516
"10-14","0.400000005960464","0.5","0.400000005960464","81","Incidence",18336708,"Thyroid","2000-04-01 00:00:00",517
"15-19","1.5","1.89999997615814","1.70000004768372","310","Incidence",17999090,"Thyroid","2000-04-01 00:00:00",518
"5-9","null","null","null","null","Incidence",18205547,"Thyroid","2000-04-01 00:00:00",519
"<1","null","null","null","null","Incidence",3420047,"Thyroid","2000-04-01 00:00:00",520
"1-4","null","null","null","null","Mortality",15322337,"Urinary Bladder","2000-04-01 00:00:00",521
"10-14","null","null","null","null","Mortality",20637696,"Urinary Bladder","2000-04-01 00:00:00",522
"15-19","null","null","null","null","Mortality",20294955,"Urinary Bladder","2000-04-01 00:00:00",523
"5-9","null","null","null","null","Mortality",20463852,"Urinary Bladder","2000-04-01 00:00:00",524
"<1","null","null","null","null","Mortality",3855956,"Urinary Bladder","2000-04-01 00:00:00",525
"1-4","null","null","null","null","Incidence",13615288,"Urinary Bladder","2000-04-01 00:00:00",526
"10-14","null","null","null","null","Incidence",18336708,"Urinary Bladder","2000-04-01 00:00:00",527
"15-19","0.100000001490116","0.200000002980232","0.100000001490116","22","Incidence",17999090,"Urinary Bladder","2000-04-01 00:00:00",528
"5-9","null","null","null","null","Incidence",18205547,"Urinary Bladder","2000-04-01 00:00:00",529
"<1","null","null","null","null","Incidence",3420047,"Urinary Bladder","2000-04-01 00:00:00",530
"1-4","2.5","3","2.70000004768372","420","Mortality",15285559,"All Cancer Sites Combined","2001-04-01 00:00:00",531
"10-14","2.20000004768372","2.70000004768372","2.5","515","Mortality",20978678,"All Cancer Sites Combined","2001-04-01 00:00:00",532
"15-19","3.29999995231628","3.79999995231628","3.59999990463257","732","Mortality",20456284,"All Cancer Sites Combined","2001-04-01 00:00:00",533
"5-9","2.20000004768372","2.70000004768372","2.40000009536743","493","Mortality",20173362,"All Cancer Sites Combined","2001-04-01 00:00:00",534
"<1","1.29999995231628","2.09999990463257","1.60000002384186","66","Mortality",4012658,"All Cancer Sites Combined","2001-04-01 00:00:00",535
"1-4","21","22.6000003814697","21.7999992370605","3079","Incidence",14133019,"All Cancer Sites Combined","2001-04-01 00:00:00",536
"10-14","12.6999998092651","13.8000001907349","13.1999998092651","2565","Incidence",19390595,"All Cancer Sites Combined","2001-04-01 00:00:00",537
"15-19","20.6000003814697","21.8999996185303","21.2999992370605","4013","Incidence",18860805,"All Cancer Sites Combined","2001-04-01 00:00:00",538
"5-9","11.1000003814697","12.1000003814697","11.6000003814697","2163","Incidence",18660987,"All Cancer Sites Combined","2001-04-01 00:00:00",539
"<1","23.7000007629395","27","25.2999992370605","938","Incidence",3710508,"All Cancer Sites Combined","2001-04-01 00:00:00",540
"1-4","0.5","0.800000011920929","0.699999988079071","100","Mortality",15285559,"Brain and Other Nervous System","2001-04-01 00:00:00",541
"10-14","0.5","0.699999988079071","0.600000023841858","130","Mortality",20978678,"Brain and Other Nervous System","2001-04-01 00:00:00",542
"15-19","0.400000005960464","0.600000023841858","0.5","104","Mortality",20456284,"Brain and Other Nervous System","2001-04-01 00:00:00",543
"5-9","0.699999988079071","1","0.800000011920929","170","Mortality",20173362,"Brain and Other Nervous System","2001-04-01 00:00:00",544
"<1","0.200000002980232","0.600000023841858","0.400000005960464","16","Mortality",4012658,"Brain and Other Nervous System","2001-04-01 00:00:00",545
"1-4","3.70000004768372","4.30000019073486","4","565","Incidence",14133019,"Brain and Other Nervous System","2001-04-01 00:00:00",546
"10-14","2.5","2.90000009536743","2.70000004768372","521","Incidence",19390595,"Brain and Other Nervous System","2001-04-01 00:00:00",547
"15-19","1.89999997615814","2.40000009536743","2.09999990463257","405","Incidence",18860805,"Brain and Other Nervous System","2001-04-01 00:00:00",548
"5-9","3.09999990463257","3.70000004768372","3.40000009536743","633","Incidence",18660987,"Brain and Other Nervous System","2001-04-01 00:00:00",549
"<1","3.09999990463257","4.40000009536743","3.70000004768372","138","Incidence",3710508,"Brain and Other Nervous System","2001-04-01 00:00:00",550
"1-4","null","null","null","null","Mortality",7468536,"Cervix","2001-04-01 00:00:00",551
"10-14","null","null","null","null","Mortality",10231469,"Cervix","2001-04-01 00:00:00",552
"15-19","null","null","null","null","Mortality",9908897,"Cervix","2001-04-01 00:00:00",553
"5-9","null","null","null","null","Mortality",9844298,"Cervix","2001-04-01 00:00:00",554
"<1","null","null","null","null","Mortality",1962905,"Cervix","2001-04-01 00:00:00",555
"1-4","null","null","null","null","Incidence",6905425,"Cervix","2001-04-01 00:00:00",556
"10-14","null","null","null","null","Incidence",9456106,"Cervix","2001-04-01 00:00:00",557
"15-19","0.100000001490116","0.300000011920929","0.200000002980232","18","Incidence",9131018,"Cervix","2001-04-01 00:00:00",558
"5-9","null","null","null","null","Incidence",9106193,"Cervix","2001-04-01 00:00:00",559
"<1","null","null","null","null","Incidence",1814848,"Cervix","2001-04-01 00:00:00",560
"1-4","null","null","null","null","Mortality",15285559,"Colon and Rectum","2001-04-01 00:00:00",561
"10-14","null","null","null","null","Mortality",20978678,"Colon and Rectum","2001-04-01 00:00:00",562
"15-19","null","null","null","null","Mortality",20456284,"Colon and Rectum","2001-04-01 00:00:00",563
"5-9","null","null","null","null","Mortality",20173362,"Colon and Rectum","2001-04-01 00:00:00",564
"<1","null","null","null","null","Mortality",4012658,"Colon and Rectum","2001-04-01 00:00:00",565
"1-4","null","null","null","null","Incidence",14133019,"Colon and Rectum","2001-04-01 00:00:00",566
"10-14","null","null","null","null","Incidence",19390595,"Colon and Rectum","2001-04-01 00:00:00",567
"15-19","0.200000002980232","0.400000005960464","0.300000011920929","52","Incidence",18860805,"Colon and Rectum","2001-04-01 00:00:00",568
"5-9","null","null","null","null","Incidence",18660987,"Colon and Rectum","2001-04-01 00:00:00",569
"<1","null","null","null","null","Incidence",3710508,"Colon and Rectum","2001-04-01 00:00:00",570
"1-4","null","null","null","null","Mortality",7468536,"Corpus and Uterus, NOS","2001-04-01 00:00:00",571
"10-14","null","null","null","null","Mortality",10231469,"Corpus and Uterus, NOS","2001-04-01 00:00:00",572
"15-19","null","null","null","null","Mortality",9908897,"Corpus and Uterus, NOS","2001-04-01 00:00:00",573
"5-9","null","null","null","null","Mortality",9844298,"Corpus and Uterus, NOS","2001-04-01 00:00:00",574
"<1","null","null","null","null","Mortality",1962905,"Corpus and Uterus, NOS","2001-04-01 00:00:00",575
"1-4","null","null","null","null","Incidence",6905425,"Corpus and Uterus, NOS","2001-04-01 00:00:00",576
"10-14","null","null","null","null","Incidence",9456106,"Corpus and Uterus, NOS","2001-04-01 00:00:00",577
"15-19","null","null","null","null","Incidence",9131018,"Corpus and Uterus, NOS","2001-04-01 00:00:00",578
"5-9","null","null","null","null","Incidence",9106193,"Corpus and Uterus, NOS","2001-04-01 00:00:00",579
"<1","null","null","null","null","Incidence",1814848,"Corpus and Uterus, NOS","2001-04-01 00:00:00",580
"1-4","null","null","null","null","Mortality",15285559,"Esophagus","2001-04-01 00:00:00",581
"10-14","null","null","null","null","Mortality",20978678,"Esophagus","2001-04-01 00:00:00",582
"15-19","null","null","null","null","Mortality",20456284,"Esophagus","2001-04-01 00:00:00",583
"5-9","null","null","null","null","Mortality",20173362,"Esophagus","2001-04-01 00:00:00",584
"<1","null","null","null","null","Mortality",4012658,"Esophagus","2001-04-01 00:00:00",585
"1-4","null","null","null","null","Incidence",14133019,"Esophagus","2001-04-01 00:00:00",586
"10-14","null","null","null","null","Incidence",19390595,"Esophagus","2001-04-01 00:00:00",587
"15-19","null","null","null","null","Incidence",18860805,"Esophagus","2001-04-01 00:00:00",588
"5-9","null","null","null","null","Incidence",18660987,"Esophagus","2001-04-01 00:00:00",589
"<1","null","null","null","null","Incidence",3710508,"Esophagus","2001-04-01 00:00:00",590
"1-4","null","null","null","null","Mortality",7468536,"Female Breast","2001-04-01 00:00:00",591
"10-14","null","null","null","null","Mortality",10231469,"Female Breast","2001-04-01 00:00:00",592
"15-19","null","null","null","null","Mortality",9908897,"Female Breast","2001-04-01 00:00:00",593
"5-9","null","null","null","null","Mortality",9844298,"Female Breast","2001-04-01 00:00:00",594
"<1","null","null","null","null","Mortality",1962905,"Female Breast","2001-04-01 00:00:00",595
"1-4","null","null","null","null","Incidence",6905425,"Female Breast","2001-04-01 00:00:00",596
"10-14","null","null","null","null","Incidence",9456106,"Female Breast","2001-04-01 00:00:00",597
"15-19","0.100000001490116","0.300000011920929","0.200000002980232","20","Incidence",9131018,"Female Breast","2001-04-01 00:00:00",598
"5-9","null","null","null","null","Incidence",9106193,"Female Breast","2001-04-01 00:00:00",599
"<1","null","null","null","null","Incidence",1814848,"Female Breast","2001-04-01 00:00:00",600
"1-4","2.5","3","2.70000004768372","418","Mortality",15339782,"All Cancer Sites Combined","1999-04-01 00:00:00",1
"10-14","2.29999995231628","2.70000004768372","2.5","503","Mortality",20213364,"All Cancer Sites Combined","1999-04-01 00:00:00",2
"15-19","3.40000009536743","4","3.70000004768372","745","Mortality",20084602,"All Cancer Sites Combined","1999-04-01 00:00:00",3
"5-9","2.29999995231628","2.70000004768372","2.5","509","Mortality",20606460,"All Cancer Sites Combined","1999-04-01 00:00:00",4
"<1","1.39999997615814","2.29999995231628","1.79999995231628","68","Mortality",3795762,"All Cancer Sites Combined","1999-04-01 00:00:00",5
"1-4","null","null","null","null","Incidence",13297303,"Colon and Rectum","1999-04-01 00:00:00",6
"10-14","null","null","null","null","Incidence",17507634,"Colon and Rectum","1999-04-01 00:00:00",7
"15-19","0.200000002980232","0.300000011920929","0.200000002980232","42","Incidence",17355940,"Colon and Rectum","1999-04-01 00:00:00",8
"5-9","null","null","null","null","Incidence",17879968,"Colon and Rectum","1999-04-01 00:00:00",9
"<1","null","null","null","null","Incidence",3280395,"Colon and Rectum","1999-04-01 00:00:00",10
"1-4","null","null","null","null","Mortality",7493614,"Corpus and Uterus, NOS","1999-04-01 00:00:00",11
"10-14","null","null","null","null","Mortality",9855664,"Corpus and Uterus, NOS","1999-04-01 00:00:00",12
"15-19","null","null","null","null","Mortality",9761569,"Corpus and Uterus, NOS","1999-04-01 00:00:00",13
"5-9","null","null","null","null","Mortality",10052618,"Corpus and Uterus, NOS","1999-04-01 00:00:00",14
"<1","null","null","null","null","Mortality",1852123,"Corpus and Uterus, NOS","1999-04-01 00:00:00",15
"1-4","null","null","null","null","Incidence",6496024,"Corpus and Uterus, NOS","1999-04-01 00:00:00",16
"10-14","null","null","null","null","Incidence",8535050,"Corpus and Uterus, NOS","1999-04-01 00:00:00",17
"15-19","null","null","null","null","Incidence",8430546,"Corpus and Uterus, NOS","1999-04-01 00:00:00",18
"5-9","null","null","null","null","Incidence",8723247,"Corpus and Uterus, NOS","1999-04-01 00:00:00",19
"<1","null","null","null","null","Incidence",1600564,"Corpus and Uterus, NOS","1999-04-01 00:00:00",20
"1-4","null","null","null","null","Mortality",15339782,"Esophagus","1999-04-01 00:00:00",21
"10-14","null","null","null","null","Mortality",20213364,"Esophagus","1999-04-01 00:00:00",22
"15-19","null","null","null","null","Mortality",20084602,"Esophagus","1999-04-01 00:00:00",23
"5-9","null","null","null","null","Mortality",20606460,"Esophagus","1999-04-01 00:00:00",24
"<1","null","null","null","null","Mortality",3795762,"Esophagus","1999-04-01 00:00:00",25
"1-4","null","null","null","null","Incidence",13297303,"Esophagus","1999-04-01 00:00:00",26
"10-14","null","null","null","null","Incidence",17507634,"Esophagus","1999-04-01 00:00:00",27
"15-19","null","null","null","null","Incidence",17355940,"Esophagus","1999-04-01 00:00:00",28
"5-9","null","null","null","null","Incidence",17879968,"Esophagus","1999-04-01 00:00:00",29
"<1","null","null","null","null","Incidence",3280395,"Esophagus","1999-04-01 00:00:00",30
"1-4","null","null","null","null","Mortality",7493614,"Female Breast","1999-04-01 00:00:00",31
"10-14","null","null","null","null","Mortality",9855664,"Female Breast","1999-04-01 00:00:00",32
"15-19","null","null","null","null","Mortality",9761569,"Female Breast","1999-04-01 00:00:00",33
"5-9","null","null","null","null","Mortality",10052618,"Female Breast","1999-04-01 00:00:00",34
"<1","null","null","null","null","Mortality",1852123,"Female Breast","1999-04-01 00:00:00",35
"1-4","null","null","null","null","Incidence",6496024,"Female Breast","1999-04-01 00:00:00",36
"10-14","null","null","null","null","Incidence",8535050,"Female Breast","1999-04-01 00:00:00",37
"15-19","null","null","null","null","Incidence",8430546,"Female Breast","1999-04-01 00:00:00",38
"5-9","null","null","null","null","Incidence",8723247,"Female Breast","1999-04-01 00:00:00",39
"<1","null","null","null","null","Incidence",1600564,"Female Breast","1999-04-01 00:00:00",40
"1-4","null","null","null","null","Incidence",6496024,"Female Breast, <i>in situ</i>","1999-04-01 00:00:00",41
"10-14","null","null","null","null","Incidence",8535050,"Female Breast, <i>in situ</i>","1999-04-01 00:00:00",42
"15-19","null","null","null","null","Incidence",8430546,"Female Breast, <i>in situ</i>","1999-04-01 00:00:00",43
"5-9","null","null","null","null","Incidence",8723247,"Female Breast, <i>in situ</i>","1999-04-01 00:00:00",44
"<1","null","null","null","null","Incidence",1600564,"Female Breast, <i>in situ</i>","1999-04-01 00:00:00",45
"1-4","null","null","null","null","Mortality",15339782,"Hodgkin Lymphoma","1999-04-01 00:00:00",46
"10-14","null","null","null","null","Mortality",20213364,"Hodgkin Lymphoma","1999-04-01 00:00:00",47
"15-19","0.100000001490116","0.200000002980232","0.200000002980232","31","Mortality",20084602,"Hodgkin Lymphoma","1999-04-01 00:00:00",48
"5-9","null","null","null","null","Mortality",20606460,"Hodgkin Lymphoma","1999-04-01 00:00:00",49
"<1","null","null","null","null","Mortality",3795762,"Hodgkin Lymphoma","1999-04-01 00:00:00",50
"1-4","null","null","null","null","Incidence",13297303,"Hodgkin Lymphoma","1999-04-01 00:00:00",51
"10-14","0.899999976158142","1.29999995231628","1.10000002384186","192","Incidence",17507634,"Hodgkin Lymphoma","1999-04-01 00:00:00",52
"15-19","2.90000009536743","3.40000009536743","3.09999990463257","542","Incidence",17355940,"Hodgkin Lymphoma","1999-04-01 00:00:00",53
"5-9","0.300000011920929","0.5","0.400000005960464","73","Incidence",17879968,"Hodgkin Lymphoma","1999-04-01 00:00:00",54
"<1","null","null","null","null","Incidence",3280395,"Hodgkin Lymphoma","1999-04-01 00:00:00",55
"1-4","null","null","null","null","Mortality",15339782,"Kaposi Sarcoma","1999-04-01 00:00:00",56
"10-14","null","null","null","null","Mortality",20213364,"Kaposi Sarcoma","1999-04-01 00:00:00",57
"15-19","null","null","null","null","Mortality",20084602,"Kaposi Sarcoma","1999-04-01 00:00:00",58
"5-9","null","null","null","null","Mortality",20606460,"Kaposi Sarcoma","1999-04-01 00:00:00",59
"<1","null","null","null","null","Mortality",3795762,"Kaposi Sarcoma","1999-04-01 00:00:00",60
"1-4","null","null","null","null","Incidence",13297303,"Kaposi Sarcoma","1999-04-01 00:00:00",61
"10-14","null","null","null","null","Incidence",17507634,"Kaposi Sarcoma","1999-04-01 00:00:00",62
"15-19","null","null","null","null","Incidence",17355940,"Kaposi Sarcoma","1999-04-01 00:00:00",63
