"AGE","AGE_ADJUSTED_CI_LOWER","AGE_ADJUSTED_CI_UPPER","AGE_ADJUSTED_RATE","BEHAVIOR","COUNT","POPULATION","SEX","SITE","YEAR","CRUDE_CI_LOWER","CRUDE_CI_UPPER","CRUDE_RATE","SERIALID"
"0-19","null","null","null","Benign/Borderline","null",38466303,"Female","Pineal parenchymal","2006-04-01 00:00:00","null","null","null",422
"0-19","null","null","null","Malignant","null",38466303,"Female","Pineal parenchymal","2006-04-01 00:00:00","null","null","null",423
"0-19","null","null","null","Benign/Borderline","null",39682297,"Female","Pineal parenchymal","2007-04-01 00:00:00","null","null","null",426
"0-19","null","null","null","Malignant","null",39682297,"Female","Pineal parenchymal","2007-04-01 00:00:00","null","null","null",427
"0-19","null","null","null","Benign/Borderline","null",39875033,"Female","Pineal parenchymal","2008-04-01 00:00:00","null","null","null",428
"0-19","0","0.100000001490116","0","Malignant","19",39875033,"Female","Pineal parenchymal","2008-04-01 00:00:00","0","0.100000001490116","0",429
"0-19","null","null","null","Benign/Borderline","null",39970215,"Female","Pineal parenchymal","2009-04-01 00:00:00","null","null","null",430
"0-19","null","null","null","Malignant","null",39970215,"Female","Pineal parenchymal","2009-04-01 00:00:00","null","null","null",431
"0-19","null","null","null","Benign/Borderline","null",39544072,"Female","Pineal parenchymal","2010-04-01 00:00:00","null","null","null",432
"0-19","null","null","null","Malignant","null",39544072,"Female","Pineal parenchymal","2010-04-01 00:00:00","null","null","null",433
"0-19","0.5","0.699999988079071","0.600000023841858","Benign/Borderline","227",38177564,"Female","Pituitary","2004-04-01 00:00:00","0.5","0.699999988079071","0.600000023841858",434
"0-19","null","null","null","Malignant","null",38177564,"Female","Pituitary","2004-04-01 00:00:00","null","null","null",435
"0-19","0.600000023841858","0.699999988079071","0.699999988079071","Benign/Borderline","259",38305772,"Female","Pituitary","2005-04-01 00:00:00","0.600000023841858","0.800000011920929","0.699999988079071",436
"0-19","null","null","null","Malignant","null",38305772,"Female","Pituitary","2005-04-01 00:00:00","null","null","null",437
"0-19","0.600000023841858","0.800000011920929","0.699999988079071","Benign/Borderline","287",38466303,"Female","Pituitary","2006-04-01 00:00:00","0.699999988079071","0.800000011920929","0.699999988079071",438
"0-19","null","null","null","Malignant","null",38466303,"Female","Pituitary","2006-04-01 00:00:00","null","null","null",439
"0-19","0.600000023841858","0.800000011920929","0.699999988079071","Benign/Borderline","288",39682297,"Female","Pituitary","2007-04-01 00:00:00","0.600000023841858","0.800000011920929","0.699999988079071",442
"0-19","null","null","null","Malignant","null",39682297,"Female","Pituitary","2007-04-01 00:00:00","null","null","null",443
"0-19","0.699999988079071","0.800000011920929","0.800000011920929","Benign/Borderline","311",39875033,"Female","Pituitary","2008-04-01 00:00:00","0.699999988079071","0.899999976158142","0.800000011920929",444
"0-19","null","null","null","Malignant","null",39875033,"Female","Pituitary","2008-04-01 00:00:00","null","null","null",445
"0-19","0.600000023841858","0.800000011920929","0.699999988079071","Benign/Borderline","293",39970215,"Female","Pituitary","2009-04-01 00:00:00","0.699999988079071","0.800000011920929","0.699999988079071",446
"0-19","null","null","null","Malignant","null",39970215,"Female","Pituitary","2009-04-01 00:00:00","null","null","null",447
"0-19","0.699999988079071","0.899999976158142","0.800000011920929","Benign/Borderline","330",39544072,"Female","Pituitary","2010-04-01 00:00:00","0.699999988079071","0.899999976158142","0.800000011920929",448
"0-19","null","null","null","Malignant","null",39544072,"Female","Pituitary","2010-04-01 00:00:00","null","null","null",449
"0-19","1.70000004768372","1.89999997615814","1.79999995231628","Benign/Borderline","688",38177564,"Female","Total","2004-04-01 00:00:00","1.70000004768372","1.89999997615814","1.79999995231628",450
"0-19","3.09999990463257","3.5","3.29999995231628","Malignant","1249",38177564,"Female","Total","2004-04-01 00:00:00","3.09999990463257","3.5","3.29999995231628",451
"0-19","2","2.29999995231628","2.09999990463257","Benign/Borderline","829",38305772,"Female","Total","2005-04-01 00:00:00","2","2.29999995231628","2.20000004768372",452
"0-19","2.90000009536743","3.20000004768372","3","Malignant","1158",38305772,"Female","Total","2005-04-01 00:00:00","2.90000009536743","3.20000004768372","3",453
"0-19","2","2.29999995231628","2.09999990463257","Benign/Borderline","829",38466303,"Female","Total","2006-04-01 00:00:00","2","2.29999995231628","2.20000004768372",454
"0-19","2.79999995231628","3.20000004768372","3","Malignant","1154",38466303,"Female","Total","2006-04-01 00:00:00","2.79999995231628","3.20000004768372","3",455
"0-19","2","2.29999995231628","2.09999990463257","Benign/Borderline","863",39682297,"Female","Total","2007-04-01 00:00:00","2","2.29999995231628","2.20000004768372",458
"0-19","3","3.40000009536743","3.20000004768372","Malignant","1257",39682297,"Female","Total","2007-04-01 00:00:00","3","3.29999995231628","3.20000004768372",459
"0-19","2.09999990463257","2.40000009536743","2.20000004768372","Benign/Borderline","901",39875033,"Female","Total","2008-04-01 00:00:00","2.09999990463257","2.40000009536743","2.29999995231628",460
"0-19","2.90000009536743","3.20000004768372","3.09999990463257","Malignant","1219",39875033,"Female","Total","2008-04-01 00:00:00","2.90000009536743","3.20000004768372","3.09999990463257",461
"0-19","2","2.29999995231628","2.20000004768372","Benign/Borderline","889",39970215,"Female","Total","2009-04-01 00:00:00","2.09999990463257","2.40000009536743","2.20000004768372",462
"0-19","2.90000009536743","3.20000004768372","3","Malignant","1211",39970215,"Female","Total","2009-04-01 00:00:00","2.90000009536743","3.20000004768372","3",463
"0-19","2.09999990463257","2.40000009536743","2.29999995231628","Benign/Borderline","911",39544072,"Female","Total","2010-04-01 00:00:00","2.20000004768372","2.5","2.29999995231628",464
"0-19","2.79999995231628","3.20000004768372","3","Malignant","1184",39544072,"Female","Total","2010-04-01 00:00:00","2.79999995231628","3.20000004768372","3",465
"0-19","0.200000002980232","0.300000011920929","0.200000002980232","Benign/Borderline","91",38177564,"Female","Tumors of Cranial and Spinal Nerves","2004-04-01 00:00:00","0.200000002980232","0.300000011920929","0.200000002980232",466
"0-19","null","null","null","Malignant","null",38177564,"Female","Tumors of Cranial and Spinal Nerves","2004-04-01 00:00:00","null","null","null",467
"0-19","0.300000011920929","0.400000005960464","0.400000005960464","Benign/Borderline","139",38305772,"Female","Tumors of Cranial and Spinal Nerves","2005-04-01 00:00:00","0.300000011920929","0.400000005960464","0.400000005960464",468
"0-19","null","null","null","Malignant","null",38305772,"Female","Tumors of Cranial and Spinal Nerves","2005-04-01 00:00:00","null","null","null",469
"0-19","0.300000011920929","0.400000005960464","0.300000011920929","Benign/Borderline","132",38466303,"Female","Tumors of Cranial and Spinal Nerves","2006-04-01 00:00:00","0.300000011920929","0.400000005960464","0.300000011920929",470
"0-19","null","null","null","Malignant","null",38466303,"Female","Tumors of Cranial and Spinal Nerves","2006-04-01 00:00:00","null","null","null",471
"0-19","0.200000002980232","0.300000011920929","0.300000011920929","Benign/Borderline","104",39682297,"Female","Tumors of Cranial and Spinal Nerves","2007-04-01 00:00:00","0.200000002980232","0.300000011920929","0.300000011920929",474
"0-19","null","null","null","Malignant","null",39682297,"Female","Tumors of Cranial and Spinal Nerves","2007-04-01 00:00:00","null","null","null",475
"0-19","0.200000002980232","0.400000005960464","0.300000011920929","Benign/Borderline","117",39875033,"Female","Tumors of Cranial and Spinal Nerves","2008-04-01 00:00:00","0.200000002980232","0.400000005960464","0.300000011920929",476
"0-19","null","null","null","Malignant","null",39875033,"Female","Tumors of Cranial and Spinal Nerves","2008-04-01 00:00:00","null","null","null",477
"0-19","0.200000002980232","0.300000011920929","0.300000011920929","Benign/Borderline","116",39970215,"Female","Tumors of Cranial and Spinal Nerves","2009-04-01 00:00:00","0.200000002980232","0.300000011920929","0.300000011920929",478
"0-19","null","null","null","Malignant","null",39970215,"Female","Tumors of Cranial and Spinal Nerves","2009-04-01 00:00:00","null","null","null",479
"0-19","0.200000002980232","0.300000011920929","0.200000002980232","Benign/Borderline","90",39544072,"Female","Tumors of Cranial and Spinal Nerves","2010-04-01 00:00:00","0.200000002980232","0.300000011920929","0.200000002980232",480
"0-19","null","null","null","Malignant","null",39544072,"Female","Tumors of Cranial and Spinal Nerves","2010-04-01 00:00:00","null","null","null",481
"0-19","0.400000005960464","0.5","0.5","Benign/Borderline","173",38177564,"Female","Tumors of Neuroepthelial Tissue","2004-04-01 00:00:00","0.400000005960464","0.5","0.5",482
"0-19","2.90000009536743","3.20000004768372","3","Malignant","1155",38177564,"Female","Tumors of Neuroepthelial Tissue","2004-04-01 00:00:00","2.90000009536743","3.20000004768372","3",483
"0-19","0.400000005960464","0.5","0.5","Benign/Borderline","178",38305772,"Female","Tumors of Neuroepthelial Tissue","2005-04-01 00:00:00","0.400000005960464","0.5","0.5",484
"0-19","2.59999990463257","3","2.79999995231628","Malignant","1071",38305772,"Female","Tumors of Neuroepthelial Tissue","2005-04-01 00:00:00","2.59999990463257","3","2.79999995231628",485
"0-19","0.400000005960464","0.600000023841858","0.5","Benign/Borderline","189",38466303,"Female","Tumors of Neuroepthelial Tissue","2006-04-01 00:00:00","0.400000005960464","0.600000023841858","0.5",486
"0-19","2.70000004768372","3","2.79999995231628","Malignant","1090",38466303,"Female","Tumors of Neuroepthelial Tissue","2006-04-01 00:00:00","2.70000004768372","3","2.79999995231628",487
"0-19","0.5","0.600000023841858","0.5","Benign/Borderline","215",39682297,"Female","Tumors of Neuroepthelial Tissue","2007-04-01 00:00:00","0.5","0.600000023841858","0.5",490
"0-19","2.90000009536743","3.20000004768372","3","Malignant","1195",39682297,"Female","Tumors of Neuroepthelial Tissue","2007-04-01 00:00:00","2.79999995231628","3.20000004768372","3",491
"0-19","0.400000005960464","0.600000023841858","0.5","Benign/Borderline","207",39875033,"Female","Tumors of Neuroepthelial Tissue","2008-04-01 00:00:00","0.5","0.600000023841858","0.5",492
"0-19","2.79999995231628","3.09999990463257","2.90000009536743","Malignant","1166",39875033,"Female","Tumors of Neuroepthelial Tissue","2008-04-01 00:00:00","2.79999995231628","3.09999990463257","2.90000009536743",493
"0-19","0.400000005960464","0.5","0.5","Benign/Borderline","186",39970215,"Female","Tumors of Neuroepthelial Tissue","2009-04-01 00:00:00","0.400000005960464","0.5","0.5",494
"0-19","2.70000004768372","3","2.79999995231628","Malignant","1128",39970215,"Female","Tumors of Neuroepthelial Tissue","2009-04-01 00:00:00","2.70000004768372","3","2.79999995231628",495
"0-19","0.400000005960464","0.600000023841858","0.5","Benign/Borderline","205",39544072,"Female","Tumors of Neuroepthelial Tissue","2010-04-01 00:00:00","0.400000005960464","0.600000023841858","0.5",496
"0-19","2.59999990463257","3","2.79999995231628","Malignant","1108",39544072,"Female","Tumors of Neuroepthelial Tissue","2010-04-01 00:00:00","2.59999990463257","3","2.79999995231628",497
"0-19","null","null","null","Benign/Borderline","null",38177564,"Female","All other","2004-04-01 00:00:00","null","null","null",1
"0-19","null","null","null","Malignant","null",38177564,"Female","All other","2004-04-01 00:00:00","null","null","null",2
"0-19","null","null","null","Benign/Borderline","null",38305772,"Female","All other","2005-04-01 00:00:00","null","null","null",3
"0-19","null","null","null","Malignant","null",38305772,"Female","All other","2005-04-01 00:00:00","null","null","null",4
"0-19","null","null","null","Benign/Borderline","null",38466303,"Female","All other","2006-04-01 00:00:00","null","null","null",5
"0-19","null","null","null","Malignant","null",38466303,"Female","All other","2006-04-01 00:00:00","null","null","null",6
"0-19","null","null","null","Benign/Borderline","null",39682297,"Female","All other","2007-04-01 00:00:00","null","null","null",9
"0-19","null","null","null","Malignant","null",39682297,"Female","All other","2007-04-01 00:00:00","null","null","null",10
"0-19","null","null","null","Benign/Borderline","null",39875033,"Female","All other","2008-04-01 00:00:00","null","null","null",11
"0-19","null","null","null","Malignant","null",39875033,"Female","All other","2008-04-01 00:00:00","null","null","null",12
"0-19","null","null","null","Benign/Borderline","null",39970215,"Female","All other","2009-04-01 00:00:00","null","null","null",13
"0-19","null","null","null","Malignant","null",39970215,"Female","All other","2009-04-01 00:00:00","null","null","null",14
"0-19","null","null","null","Benign/Borderline","null",39544072,"Female","All other","2010-04-01 00:00:00","null","null","null",15
"0-19","null","null","null","Malignant","null",39544072,"Female","All other","2010-04-01 00:00:00","null","null","null",16
"0-19","null","null","null","Benign/Borderline","null",38177564,"Female","Anaplastic astrocytoma","2004-04-01 00:00:00","null","null","null",17
"0-19","0.100000001490116","0.200000002980232","0.100000001490116","Malignant","44",38177564,"Female","Anaplastic astrocytoma","2004-04-01 00:00:00","0.100000001490116","0.200000002980232","0.100000001490116",18
"0-19","null","null","null","Benign/Borderline","null",38305772,"Female","Anaplastic astrocytoma","2005-04-01 00:00:00","null","null","null",19
"0-19","0","0.100000001490116","0.100000001490116","Malignant","24",38305772,"Female","Anaplastic astrocytoma","2005-04-01 00:00:00","0","0.100000001490116","0.100000001490116",20
